rnum,productGb,prdlstReportNo,prdlstNm,prdkind,prdkindstate,capacity,manufacture,seller,rawmtrl,allergy,nutrient,barcode,imgurl1,imgurl2
473,식품,20150445222236,피코크 어묵탕,즉석조리식품,알수없음,500g,㈜신세계푸드 음성공장/충청북도 음성군 원남면 원남산단로 128-14 (043)870-3100,㈜이마트 / 서울특별시 성동구 뚝섬로 377(성수동2가) (02)380-5678,"정제수,어묵1[냉동연육(수입산)88.38%,감자전분(덴마크산),냉동홍새우,당근,식염,소르빈산칼륨(합성보존료),삭카린나트륨(합성감미료)]6%,어묵2[냉동연육(수입산)88.31%,감자전분(덴마크산),식염,대두유,L-글루타민산나트륨(향미증진제),소르빈산칼륨(합성보존료),삭카린나트륨(합성감미료)6%,어묵3]냉동연육(수입산)88.24%,고추(중국산),감자전분,식염,L-글루타민산나트륨(향미증진제),소르빈산칼륨(합성보존료),삭카린나트륨(합성감미료)]6%,어묵4[냉동연육(수입산)88.19%,오징어(국내산),감자전분,식염,양파,소르빈산칼륨(합성보존료),삭카린나트륨(합성감미료)]6%,복합조미식품,한우사골육수,정제소금,청양고추,멸치추출농축액,새우분말,표고엑기스,다시마엑기스S,백후추","대두,새우,계란,오징어,쇠고기,밀함유","1회 제공량 (250g)/총 2회 제공량(500g) 1회 제공량당 함량 : 열량 77kcal, 탄수화물 8.8g 3%, 당류 0.5g, 단백질 8.8g 16%, 지방 0.8g 2%, 포화지방 0.5g 3%, 트랜스지방 0g, 콜레스테롤 8.5mg 3%, 나트륨 710mg 36% *()안의 수치는 1일 영양소 기준치에 대한비율임",8809429237040,http://www.haccp.or.kr/fresh/prdimg/2015/20150445222236/20150445222236-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2015/20150445222236/20150445222236-2.jpg
474,식품,20150445222235,피코크 징가마살라,즉석조리식품,알수없음,190g,㈜신세계푸드 음성공장/충청북도 음성군 원남면 원남산단로 128-14 / (043)870-3100,㈜이마트 / 서울특별시 성동구 뚝섬로 377(성수동2가) / (02)380-5678,"정제수,새우(중국산)18%,마살라그래이비{양파꿀리[양파(국산,마늘(국산)],토마토퓨레[토마토(토마토:미국산)],토마토페이스트,양파,옥배유}16%,코코넛밀크(코코넛밀크,글리세린지방산에스테르,폴리소르베이트60,구아검,카르복시메틸셀룰로오스나트륨),화이트그래이비[정제수,캐쉬넛,양파,무염버터,간마늘,정제염],밀락골드[버터밀크,식물성유지(경화대두유),크림식물성유지(팜유),버터밀크분말],코코넛파우더,마늘,마크니소스,버터,터메릭,구운소금,트레할로스,혼합제제(옥테닐호박산나트륨전분,덱스트린),고춧가루,핫비프후레바스프,삼바마살라(인도산)0.4%,카레분1카레분-66%(인도산/강황,고수),카레분2-15%(인도산/강황,고수)0.31%,요리당,매운맛분말,겨자씨,가람마살라(벨기에산)0.06%","새우,우유,토마토,대두,밀,돼지고기함유","1회 제공량(190g)/ 총 1회 제공량(190g) 1회 제공량당 함량 *%영양소 기준치 : 열량 254kcal, 탄수화물 16g 5%, 당류 4g, 단백질 8g 15%, 지방 17g 33%, 포화지방 13g 87%, 트랜스지방 0g, 콜레스테롤 14mg 5%, 나트륨 1056mg 53% *%영양소 기준치 : 1일 영양소 기준치에 대한 비율임",8809192913349,http://www.haccp.or.kr/fresh/prdimg/2015/20150445222235/20150445222235-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2015/20150445222235/20150445222235-2.jpg
475,식품,20150445222233,피코크 한옥집 김치찜,즉석조리식품,알수없음,500g,㈜신세계푸드 음성공장 충청북도 음성군 원남면 원남산단로 128-14 (043)870-3100,㈜이마트 서울특별시 성동구 뚝섬로 377(성수동2가) (02)380-5678,"묵은지{절임배추77.8[배추98%(국산),소금(국산)],찹쌀풀[찹쌀(국산),고춧가루(국산),새우젓,멸치액젓}50%,돈앞다리(돼지고기/국내산),정제수,한우사골육수[정제수,한우뼈,한우사골],로스트포크맛엑기스,고춧가루,설탕,복합조미식품1,참기름,사골엑기스,마늘,생강,5-리보뉴클레오티드이나트륨(향미증진제),복합조미식품2","새우,돼지고기,조개류(굴),대두,밀,쇠고기함유","1회 제공량 1개(250g) 총 2회 제공량(500g) 1회 제공량당 함량 : 열량 221kcal, 탄수화물 16g 5%, 당류 5g, 단백질 17g 31%, 지방 10g 20%, 포화지방 4.5g 30%, 트랜스지방 0g, 콜레스테롤 29mg 10%, 나트륨 1,002mg 50% *()안의 수치는 1일 영양소 기준치에 대한비율임",8809429237019,http://www.haccp.or.kr/fresh/prdimg/2015/20150445222233/20150445222233-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2015/20150445222233/20150445222233-2.jpg
476,식품,20150445222232,피코크 한옥집 김치찌개,즉석조리식품,알수없음,500g,㈜신세계푸드 음성공장 충청북도 음성군 원남면 원남산단로 128-14 (043)870-3100,㈜이마트 서울특별시 성동구 뚝섬로 377(성수동2가) (02)-380-5678,"정제수,묵은지{절임배추77.8%[배추 98%(국산),소금(국산)],찹쌀풀[찹쌀(국산)],고춧가루(국산),새우젓,멸치액젓}25%,돈앞다리(돼지고기/국내산),두부[대두100%,응고제(황산칼슘)],한우사골육수[정제수,한우뼈,한우사골],양파,향미유,대파,복합조미식품1,로스트포크맛엑기스,고춧가루,사골엑기스,설탕,마늘,다시마엑기스,5`-리보뉴클레오티드이나트륨(향미증진제),복합조미식품2","새우,돼지고기,조개류(굴),대두,밀,쇠고기함유","1회 제공량 1개(250g)/ 총 2회 제공량(500g) 1회 제공량당 함량 : 열량 158kcal, 탄수화물 10g 3%, 당류 3g, 단백질 12g 22%, 지방 8g 16%, 포화지방 4g 27%, 트랜스지방 0g, 콜레스테롤 19mg 6%, 나트륨 943mg 47% *()안의 수치는 1일 영양소 기준치에 대한 비율임",8809429237026,http://www.haccp.or.kr/fresh/prdimg/2015/20150445222232/20150445222232-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2015/20150445222232/20150445222232-2.jpg
479,식품,20150445222226,피코크 궁중식 떡볶이 양념,소스류,살균제품,300g,㈜신세계푸드 음성공장/충청북도 음성군 원남면 원남산단로 128-14/전화번호:043.870.3100,㈜이마트/서울특별시 성동구 뚝섬로 377(성수동2가)/전화번호:02.380.5678,"정제수,대파(국내산),양조간장[탈지대두(인도산),소맥(미국산),정제수,천일염,액상과당,발효주정],정백당(원당100%),물엿[옥수수전분100%(옥수수)],미향,우전각(쇠고기),진간장,당근,마늘,아세틸아디핀산이전분,쇠고기분말,표고버섯갓,밀분해추출물,카라멜색소,핫비프후레바스프,글리신(향미증진제),향신즙,후추","대두,밀,쇠고기,돼지고기,우유함유","100g당 함량 100g당 함량 *%영양소 기준치 : 열량 94kcal, 탄수화물 18g 5%, 당류 5g, 단백질 3g 5%, 지방 1g 2%, 포화지방 0.1g 1%, 트랜스지방 0g, 콜레스테롤 0mg 0%, 나트륨 558mg 28% *%영양소기준치 : 1일 영양소 기준치에 대한 비율",8809192916067,http://www.haccp.or.kr/fresh/prdimg/2015/20150445222226/20150445222226-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2015/20150445222226/20150445222226-2.jpg
480,식품,20150445222225,피코크 해물찜 양념,소스류,알수없음,200g,㈜신세계푸드 음성공장 / 충청북도 음성군 원남면 원남산단로 128-14,주식회사 이마트/서울특별시 성동구 뚝섬로 377(성수동2가),"정제수, 양파(국내산), 마늘(중국산), 고춧가루, 아세틸아디핀산이전분, 정백당, 물엿, 효모추출물(향미증진제), 미림, 다시마엑기스, 밀분해추출물, 고추요리유, 정제염, 지미분말, 간장분말, 생강, 수용성파프리카, 호박산이나트륨(향미증진제), 산탄검, 케이엔페퍼, 아지파루스비에프, 수용성캡시컴","대두, 밀, 쇠고기 함유","100g당 함량 100g당 함량 : 열량 78kcal, 탄수화물 14g (4%), 당류 2g, 단백질 2g (4%), 지방 1.3g (3%), 포화지방 0.1g (1%), 트랜스지방 0g, 콜레스테롤 0mg (0%), 나트륨 447mg (24%) *%영양소기준치 : 1일 영양소기준치에 대한 비율",8809192916074,http://www.haccp.or.kr/fresh/prdimg/2015/20150445222225/20150445222225-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2015/20150445222225/20150445222225-2.jpg
481,식품,20150445222224,피코크 매운 찜닭 양념,소스류,알수없음,250g,㈜신세계푸드 음성공장/충청북도 음성군 원남면 원남산단로 128-14/전화번호:043.870.3100,㈜이마트/서울특별시 성동구 뚝섬로 377(성수동2가)/전화번호:02.380.5678,"진간장[정제수,탈지대두(인도산),정제소금(국산),양조간장,액상과당,효소처리스테비아],정제수,정백당(원당100%),물엿[옥수수전분100%(옥수수 수입산)],사과퓨레[사과(국산)],마늘,지미분말,카라멜색소,배퓨레,건고추,생강엑기스,양파농축액,청양고추엑기스,정제염,매운맛분말,향신장,향신즙,구연산(산도조절제),산탄검,후추","대두,밀,쇠고기 함유","100g당 함량 100g당 함량 *%영양소 기준치 : 열량 155kcal, 탄수화물 34g 10%, 당류 21g, 단백질 3g 5%, 지방 1g 2%, 포화지방 0.1g 1%, 트랜스지방 0g, 콜레스테롤 0mg 0%, 나트륨 1793mg 90%",8809192916043,http://www.haccp.or.kr/fresh/prdimg/2015/20150445222224/20150445222224-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2015/20150445222224/20150445222224-2.jpg
482,식품,20150445222217,피코크소불고기양념,소스류,살균제품,500g,㈜신세계푸드 음성공장 충청북도 음성군 원남면 원남산단로 128-14 043)870-3100,㈜이마트 서울특별시 성동구 뚝섬로 377(성수동2가) 02)380-5678,"혼합간장[탈지대두(인도산),정제소금(국산),양조간장(대두,밀),액상과당,효소처리스테비아],정제수,황설탕,정백당,올리고당,양파(국산),대파엑기스,정제염,배농축액2.33%,양파농축액,함수결정포도당,마늘잡화꿀1.21%,생강엑기스,참기름,심영순향신장(대두,밀,쇠고기),무우엑기스,심영순불고기간장소스(대두,밀,쇠고기),산탄검,흑후추","대두,밀,쇠고기함유","1회 제공량(50g)/총 10회 제공량(500g) 1회 제공량당 함량 : 열량 72kcal, 탄수화물 15g 5%, 당류 14g, 단백질 1g 2%, 지방 1g 2%, 포화지방 0g 0%, 트랜스지방 0g, 콜레스테롤 0mg 0%, 나트륨 1004mg 50% *()안의 수치는 1일 영양소 기준치에 대한 비율임",알수없음,http://www.haccp.or.kr/fresh/prdimg/2015/20150445222217/20150445222217-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2015/20150445222217/20150445222217-2.jpg
485,식품,20150445222190,피코크돼지갈비찜양념,소스류,살균제품,500g,㈜신세계푸드 음성공장 충청북도 음성군 원남면 원남산단로 128-14 043)870-3100,㈜이마트 서울특별시 성동구 뚝섬로 377(성수동2가) 02)380-5678,"정제수,혼합간장{탈지대두(인도산),정제소금(국산),양조간장(대두,밀),액상과당,효소처리스테비아},황설탕,양파(국산),배퓨레3.6%[배,비타민C],마늘,미림,생강엑기스,정제염,대파,심영순불고기간장소스(대두,밀,쇠고기),심영순구이간장소스(대두,밀,쇠고기),양파농축액,심영순향신즙,사과농축액1%,변성전분,아세틸아디핀산전분),참기름,마늘엑기스,복분자농축액,산탄검,흑후추","대두,밀,쇠고기함유","1회 제공량(100g)/ 총 5회 제공량(500g) 1회 제공량당 함량 : 열량 99kcal, 탄수화물 19g 6%, 당류 18g, 단백질 2g 4%, 지방 2g 3%, 포화지방 0.2g 0%, 트랜스지방 0g, 콜레스테롤 0mg 0%, 나트륨 1410mg 71% *()안의 수치는 1일 영양소 기준치에 대한 비율임",알수없음,http://www.haccp.or.kr/fresh/prdimg/2015/20150445222190/20150445222190-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2015/20150445222190/20150445222190-2.jpg
487,식품,20150445222187,떡볶이용소스,소스류,살균제품,2kg,㈜신세계푸드 음성공장/충북 음성군 원남면 원남산단로 128-14,알수없음,"물엿, 고추장[물엿, 소맥분(밀:미국산, 호주산), 고추양념(중국산), 밀쌀, 정제소금], 백설탕, 정제수, 멸치장국육수A[멸치맛진국{멸치추출엑기스(멸치추출농축액/멸치:국내산)}, 정제소금(국산), 다시멸치, L-글루탐산나트륨(향미증진제), 백설탕], 고추가루(고추:중국산), 복합조미식품, 마늘엑기스, 케이엔페퍼분말, L-글루탐산나트륨(향미증진제), 변성전분, 향미증진제, 복합조미식품2","대두, 밀, 쇠고기, 조개류(굴) 함유",알수없음,8809429239198,http://www.haccp.or.kr/fresh/prdimg/2015/20150445222187/20150445222187-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2015/20150445222187/20150445222187-2.jpg
488,식품,20150445222185,피코크무르그마크니,즉석조리식품,알수없음,190g,㈜신세계푸드 음성공장/충청북도 음성군 원남면 원남산단로 128-14 / (043)870-3100,㈜이마트 / 서울특별시 성동구 뚝섬로 377(성수동2가) / (02)380-5678,"마살라그래이비[{양파꿀리[양파(국산),마늘(국산)],토마토퓨레[토마토(미국산)],토마토페이스트,양파,옥베유}33%,정제수,닭다리살[계육100%(국내산)]17.9%,일락골드[버터밀크,식물성유지(경화대두유),크림,식물성유지(팜유),버터밀크분말],마크니소스(태국산),[카레분,토마토페이스트,대두유,양파,소금]5%,화이트그래이비[정제수,캐슈넛,양파,무염버터,간마늘,정제염],버터,요리당,백설탕,혼합제제(옥테닐호박산나트륨전분,덱스트린,치킨파우더(미국산)0.2%, 카레분1카레분-66%(인도산/강황,고수),카레분2-15%(인도산/강황,고수)]0.1%,가람마살라","닭고기,토마토,우유,대두,밀함유","1회 제공량(190g)/ 총 1회 제공량(190g) 1회 제공량당 함량 *%영양소 기준치 : 열량 294kcal, 탄수화물 17g 5%, 당류 7g, 단백질 12g 22%, 지방 20g 39%, 포화지방 12g 80%, 트랜스지방 0g, 콜레스테롤 42mg 14%, 나트륨 589mg 29% *%영양소 기준치 : 1일 영양소 기준치에 대한 비율임",8809192913332,http://www.haccp.or.kr/fresh/prdimg/2015/20150445222185/20150445222185-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2015/20150445222185/20150445222185-2.jpg
489,식품,20150445222177,피코크 비프코르마,즉석조리식품,알수없음,190g,㈜신세계푸드 음성공장/충청북도 음성군 원남면 원남산단로 128-14 / (043)870-3100,㈜이마트 / 서울특별시 성동구 뚝섬로 377(성수동2가) / (02)380-5678,"정제수,우정육[쇠고기(호주산)]18%,화이트그래이비[정제수,캐쉬넛(인도산),양파(국산),무염버터,간마늘,정제염]12%,토마토페이스트(토마토100%),양파,토마토퓨레(토마토페이스트,정제수,구연산),밀락골드,코코넛밀크,버터,식용유,크림루,간마늘,백설탕,정제염,전지분유,터마릭(인도산)0.6%,볶음양파분말,가람마살라,치킨파우더,큐민분말,코리엔더,후추","쇠고기,우유,토마토,대두,밀함유","1회 제공량(190g)/ 총 1회 제공량(190g) 1회 제공량당 함량 *%영양소 기준치 : 열량 258kcal, 탄수화물 26g 8%, 당류 10g, 단백질 4g 7%, 지방 15g 29%, 포화지방 8g 53%, 트랜스지방 0g, 콜레스테롤 20mg 7%, 나트륨 655mg 33% %영양소 기준치 : 1일 영양소 기준치에 대한 비율임",8809192919839,http://www.haccp.or.kr/fresh/prdimg/2015/20150445222177/20150445222177-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2015/20150445222177/20150445222177-2.jpg
490,식품,20150445222153,[FS]우동소스(농축형),소스류,살균제품,2kg,㈜신세계푸드 음성공장/충북 음성군 원남면 원남산단로 128-14,알수없음,"정제수, 양조간장[탈지대두(인도산), 소맥(미국산), 천일염, 액상과당, 발효주정], 하나가쓰오소스[일본산/환원물엿, 가쓰오추출물, 혼합가쓰오부시추출물, 가쓰오부시추출물, 정제염], 기타주류[백설탕, 주정, 쌀(외국산), 구연산, 프로테아제], 백설탕, 정제소금, 복합조미식품, 멸치추출농축액, L-글루탐산나트륨(향미증진제), 글리신, 향미증진제, 밀분해추출물","대두, 밀, 우유, 고등어 함유",알수없음,8809429239181,http://www.haccp.or.kr/fresh/prdimg/2015/20150445222153/20150445222153-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2015/20150445222153/20150445222153-2.jpg
491,식품,20150445222151,우리집묵은지김치찌개,즉석조리식품,알수없음,500g,㈜신세계푸드 음성공장 / 충청북도 음성군 원남면 원남산단로 128-14,㈜이마트 / 서울특별시 성동구 뚝섬로 377(성수동 2가),"정제수, 묵은지{절임배추77.8%[배추(국산), 소금(국산)], 찹쌀풀[찹쌀(국산)], 고춧가루(국산), 새우젓, 멸치액젓}22%, 두부[대두100%(수입산), 응고제(황산칼슘)], 삼겹살(돼지고기), 양파, 대파, 식용유, 고춧가루, 730B1, 마늘, 조미돈지, 돈골추출물, 사골엑기스, 다시마엑기스, 정백당, 간생강, 멸치액젓, 양념혼합분말(향미증진제), 천일염(국내산)0.01%","새우, 대두, 돼지고기, 쇠고기, 밀, 조개류(굴) 함유","1회 제공량(250g) / 총 2회 제공량(500g) 1회 제공량당 함량 *%영양소 기준치 열량 211kcal, 탄수화물 31g 9%, 당류 20g, 단백질 9g 16%, 지방 6g 12%, 포화지방 1.8g 12%, 트랜스지방 0.25g, 콜레스테롤 10mg 3%, 나트륨 1,242mg 62% *%영양소 기준치 : 1일 영양소 기준치에 대한 비율임",8809192912748,http://www.haccp.or.kr/fresh/prdimg/2015/20150445222151/20150445222151-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2015/20150445222151/20150445222151-2.jpg
492,식품,20150445222150,피코크 진한황태설렁탕,즉석조리식품,알수없음,500g,㈜신세계푸드 음성공장/충청북도 음성군 원남면 원남산단로 128-14 / (043)870-3100,㈜이마트/서울특별시 성동구 뚝섬로 377(성수동2가) (02)-380-5678,"정제수, 두부[대두(수입산),응고제(황산칼슘)],황태해장국베이스2.6%[정제소금(국산),황태채10.75%(러시아산)],황태채2.5(러시아산),대파,계란블럭,사골엑기스1.0%[우사골(호주산)],들기름0.7%[들깨100%(국산)],마늘,복합조미식품,다시마엑기스,무엑기스,천일염,흑후추","대두,밀,쇠고기,난류함유","1회 제공량 (500g)/ 총 1회 제공량(500g) 1회 제공량당 함량 *%영양소 기준치 : 열량 168kcal, 탄수화물 8g 2%, 당류 0g, 단백질 15g 27%, 지방 9g 18%, 포화지방 1.9g 13%, 트랜스지방 0g, 콜레스테롤 53mg 18%, 나트륨 1,141mg 57% *%영양소 기준치 : 1일 영양소 기준치에 대한 비율",8809192915411,http://www.haccp.or.kr/fresh/prdimg/2015/20150445222150/20150445222150-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2015/20150445222150/20150445222150-2.jpg
493,식품,20150445222149,피코크 우리집오징어무국,즉석조리식품,알수없음,500g,㈜신세계푸드 음성공장/충청북도 음성군 원남면 원남산단로 128-14 / (043)-870-3100,㈜이마트/서울특별시 성동구 뚝섬로 377(성수동2가) (02)380-5678,"정제수,오징어(국내산)12.4%,무(국내산)12%,멸치장국육수,대파,홍고추,복합조미식품,오징어엑기스0.7%[오징어족(국내산),정제염(국내산)],고춧가루,L-글루타민산나트륨(향미증진제),청양고추(국내산)0.3%,천일염,수용성파프리카","대두,밀,오징어함유","1회 제공량(500g)/1회 제공량당 함량 *%영양소 기준치 : 열량 116kcal, 탄수화물 7g 2%, 당류 0g, 단백질 15g 27%, 지방 3.2g 6%, 포화지방 1.7g, 11% 트랜스지방 0g, 콜레스테롤 229mg 76%, 나트륨 1,620mg 81% *%영양소 기준치 : 1일 영양소 기준치에 대한 비율",8809192915428,http://www.haccp.or.kr/fresh/prdimg/2015/20150445222149/20150445222149-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2015/20150445222149/20150445222149-2.jpg
494,식품,20150445222148,진한부대찌개,즉석조리식품,알수없음,500g,㈜신세계푸드 음성공장 충청북도 음성군 원남면 원남산단로 128-14 / (043)-870-3100,㈜이마트 서울특별시 성동구 뚝섬로 377(성수동2가) (02)380-5678,"정제수,부대찌개햄모듬{부대찌개사리1[햄(미국산):돼지고기(70.01%),포도당,에리쏘르빈산나트륨(산화방지제),아질산나트륨(발색제)],부대찌개사리2[소시지(미국산):닭고기(65.05%),돼지고기(5.82),에리쏘르빈산나트륨(산화방지제),아질산나트륨(발색제)]}14%,부대찌개양념{정제수,찌개베이스[다시마추출액(다시마:국산,멸치:국산)],양파(국산),마늘,볶음양념다대기,진간장}6.5%,묵은지{절임배추[배추(국산),소금(국산)],찹쌀풀[찹쌀(국산)],고춧가루(국산),새우젓,멸치액젓}6%,양파,양배추,대파,쿡살라미,돈민찌,치즈분말,사골엑기스,볶음양념다대기,혼합제제(히드록시프로필인산전분,말토덱스트린),덱스트린,핫비프후레바스프,천일염(국내산)0.01%","돼지고기,닭고기,쇠고기,새우,조개류(굴),대두,우유,밀함유","1회 제공량(500g)/1회 제공량당 함량 *%영양소 기준치 : 열량 220kcal, 탄수화물 15g 5%, 당류 6g, 단백질 14g 25%, 지방 12g 24%, 포화지방 4.2g 28%, 트랜스지방 0g, 콜레스테롤 27mg 9%, 나트륨 1,847mg 92% *%영양소 기준치 : 1일 영양소 기준치에 대한 비율",8809192912762,http://www.haccp.or.kr/fresh/prdimg/2015/20150445222148/20150445222148-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2015/20150445222148/20150445222148-2.jpg
495,식품,20150445222141,우리집애호박돼지찌개,즉석조리식품,알수없음,500g,㈜신세계푸드 음성공장 충청북도 음성군 원남면 원남산단로 128-14 / (043)-870-3100,㈜이마트 서울특별시 성동구 뚝섬로 377(성수동2가) (02)380-5678,"정제수,애호박(국내산)15%,돈앞다리(돼지고기/국내산)10%,무,고추장,양파,대파,재래식된장,마늘,진간장,730B1,고춧가루,찹쌀가루,양념혼합분말(향미증진제),볶음양념다대기,정백당,천일염(국내산)0.01%","돼지고기,밀,대두,쇠고기함유","1회 제공량(500g)/1회 제공량당 함량 *%영양소 기준치 : 열량 231kcal, 탄수화물 18.7g 6%, 당류 10g, 단백질 22g 41%, 지방 7.5g 15%, 포화지방 2.4g, 16% 트랜스지방 0g, 콜레스테롤 0mg 0%, 나트륨 1,749mg 87% *%영양소 기준치 : 1일 영양소 기준치에 대한 비율임",8809192913325,http://www.haccp.or.kr/fresh/prdimg/2015/20150445222141/20150445222141-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2015/20150445222141/20150445222141-2.jpg
496,식품,20150445222140,우리집청국장찌개,즉석조리식품,알수없음,500g,㈜신세계푸드 음성공장 충청북도 음성군 원남면 원남산단로 128-14 / (043)-870-3100,㈜이마트 서울특별시 성동구 뚝섬로 377(성수동2가) (02)380-5678,"정제수,구운소금청국장[대두(수입산),구운소금(천일염:국내산)3%,정제수]15%,두부[대두100%(수입산),응고제(황산칼슘)],무,양파,삼겹살(돼지고기),호박,맛김치,대파,마늘,양념혼합분말(향미증진제),730B1,멸치엑기스,홍고추,육수베이스,청국장분말[대두(수입산)]0.4%,혼합해물엑기스,재래된장,고춧가루,사골엑기스,멸치분말","대두,돼지고기,밀,쇠고기,오징어,새우,조개류(홍합)함유","1회 제공량(500g)/1회 제공량당 함량 *%영양소 기준치 : 열량 296kcal, 탄수화물 25g 8%, 당류 0g, 단백질 28g 51%, 지방 10g 20%, 포화지방 2.5g 17%, 트랜스지방 0g, 콜레스테롤 14mg 5%, 나트륨 1,620mg 81% *%영양소 기준치 : 1일 영양소 기준치에 대한 비율임",8809192912731,http://www.haccp.or.kr/fresh/prdimg/2015/20150445222140/20150445222140-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2015/20150445222140/20150445222140-2.jpg
497,식품,20150445222138,피코크정갈한북어해장국,즉석조리식품,알수없음,500g,㈜신세계푸드 음성공장 충청북도 음성군 원남면 원남산단로 128-14 / (043)-870-3100,㈜이마트 서울특별시 성동구 뚝섬로 377(성수동2가) (02)380-5678,"콩나물(대두:수입산),북어채(러시아산)3.6%,무,황태해장국베이스[정제소금(국산),황태채(러시아산)]2.98%,대파,간마늘,다시마엑기스,천일염(국내산)0.2%,사골육수,후추","쇠고기,대두함유","1회 제공량(500g)/1회 제공량당 함량 *%영양소 기준치 : 열량 57kcal, 탄수화물 11g 3%, 당류 1g, 단백질 2g 4%, 지방 0.4g 0.8%, 포화지방0g, 트랜스지방 0g, 콜레스테롤 20mg 7%, 나트륨 624mg 31% *%영양소 기준치 : 1일 영양소 기준치에 대한 비율임",8809192912700,http://www.haccp.or.kr/fresh/prdimg/2015/20150445222138/20150445222138-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2015/20150445222138/20150445222138-2.jpg
498,식품,20150445222115,피코크 우리집 냉이된장찌개,즉석조리식품,알수없음,500g,㈜신세계푸드 음성공장 충청북도 음성군 원남면 원남산단로 128-14 / (043)-870-3100,㈜이마트 서울특별시 성동구 뚝섬로 377(성수동2가) (02)380-5678,"멸치야채육수[정제수,양파(국내산),무(국내산),대파,멸치(국산),건다시마],두부[대두100%(수입산),응고제(황산칼슘)],감자,양파,호박,무,재래된장[대두(수입산),소맥분(밀:미국산,호주산)]3.8%,찌개된장[대두(수입산),밀쌀(미국산)]2.8%,대파,청양고추,홍고추,복합조미식품,멸치엑기스,마늘,육수베이스,고춧가루,건조냉이[냉이(국산)94%]0.2%,찹쌀가루,미더덕엑기스,다시마엑기스,청양고추엑기스,멸치분말,표고버섯엑기스,천일염(국내산)0.01%","대두,밀,쇠고기함유","1회 제공량(500g)/1회 제공량당 함량 *%영양소 기준치 : 열량 181kcal, 탄수화물 17g 5%, 당류 8g, 단백질 17g 31%, 지방 5g 10%, 포화지방 1g 7%, 트랜스지방 0g, 콜레스테롤 0mg 0%, 나트륨 1,925mg 96% *%영양소 기준치 : 1일 영양소 기준치에 대한 비율임",8809192912717,http://www.haccp.or.kr/fresh/prdimg/2015/20150445222115/20150445222115-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2015/20150445222115/20150445222115-2.jpg
499,식품,20150445222114,우리집 차돌박이 된장찌개,즉석조리식품,알수없음,500g,㈜신세계푸드 음성공장 충청북도 음성군 원남면 원남산단로 128-14 / (043)-870-3100,㈜이마트 서울특별시 성동구 뚝섬로 377(성수동2가) (02)380-5678,"정제수,두부[대두100%(수입산),응고제(황산칼슘)],한우사골육수{한우육수100%[정제수,한우잡뼈(국산),한우사골(국산)]},차돌박이[우차돌박이(미국산)/쇠고기]8%,양배추, 재래된장[대두(수입산0,소맥분(밀:미국산,호주산)]4%,양파,호박,무,찌개된장[대두(수입산),밀쌀(미국산)]3%,대파,볶음양념다대기,복합조미식품,마늘,고춧가루,찹쌀가루,육수베이스,멸치엑기스,미더덕엑기스,다시마엑기스,청양고추엑기스,천일염(국내산)0.01%","대두,쇠고기,밀함유","1회 제공량(250g)/ 총 2회 제공량(500g) 1회 제공량당 함량 250g당 함량 *%영양성분 기준치 : 열량 130kcal, 탄수화물 9g 3%, 당류 3g, 단백질 12g 22%, 지방 5.4g 10%, 포화지방 1.1g 7%, 트랜스지방 0g, 콜레스테롤 11mg 4%, 나트륨 1,213mg 61% *%영양소 기준치 : 1일 영양성분 기준치에 대한 비율임",8809192912724,http://www.haccp.or.kr/fresh/prdimg/2015/20150445222114/20150445222114-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2015/20150445222114/20150445222114-2.jpg
